"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"paxilline CTD 00002121","1/14",0.00349539889312047,0.037229275963085,0,0,384.269230769231,2173.54503857692,"PTEN"
"3',4'-Dimethoxyflavone CTD 00004571","1/14",0.00349539889312047,0.037229275963085,0,0,384.269230769231,2173.54503857692,"CYP1B1"
"7-Hydroxyflavone CTD 00003940","1/14",0.00349539889312047,0.037229275963085,0,0,384.269230769231,2173.54503857692,"CYP1B1"
"4'-Methoxyflavone CTD 00004320","1/15",0.00374469708393798,0.037229275963085,0,0,356.803571428571,1993.60946675892,"CYP1B1"
"Carnosic acid CTD 00000939","1/15",0.00374469708393798,0.037229275963085,0,0,356.803571428571,1993.60946675892,"PTEN"
"naringin CTD 00000212","1/15",0.00374469708393798,0.037229275963085,0,0,356.803571428571,1993.60946675892,"CYP1B1"
"ERIODICTYOL TTD 00007879","1/15",0.00374469708393798,0.037229275963085,0,0,356.803571428571,1993.60946675892,"CYP1B1"
"NICKEL CHLORIDE CTD 00001064","2/399",0.00381488376655755,0.037229275963085,0,0,32.9101595298069,183.271580051703,"PTEN;DEGS1"
"MG-262 MCF7 DOWN","2/407",0.00396638522044365,0.037229275963085,0,0,32.2469135802469,178.322211369888,"CYP1B1;DEGS1"
"Isorhamnetin CTD 00002092","1/16",0.00399394544865564,0.037229275963085,0,0,333,1839.15090890099,"CYP1B1"
"Fenhexamid CTD 00004037","1/16",0.00399394544865564,0.037229275963085,0,0,333,1839.15090890099,"PTEN"
"PYRENE CTD 00001472","1/16",0.00399394544865564,0.037229275963085,0,0,333,1839.15090890099,"CYP1B1"
"benzo[a]pyrene-7,8-dione CTD 00002864","1/17",0.00424314398899693,0.037229275963085,0,0,312.171875,1705.22350136349,"CYP1B1"
"Solvent Yellow-?14 CTD 00001132","1/17",0.00424314398899693,0.037229275963085,0,0,312.171875,1705.22350136349,"CYP1B1"
"N-Hydroxy phip CTD 00002510","1/18",0.00449229270839297,0.037229275963085,0,0,293.794117647059,1588.07239728978,"CYP1B1"
"clindamycin HL60 DOWN","3/1626",0.00473259237161012,0.037229275963085,0,0,16.9796672828096,90.8969498884737,"PTEN;CYP1B1;DEGS1"
"kn-93 CTD 00002783","1/19",0.00474139160939957,0.037229275963085,0,0,277.458333333333,1484.79734988759,"CYP1B1"
"doxycycline CTD 00005875","1/19",0.00474139160939957,0.037229275963085,0,0,277.458333333333,1484.79734988759,"CYP1B1"
"EIPA CTD 00001833","1/19",0.00474139160939957,0.037229275963085,0,0,277.458333333333,1484.79734988759,"CYP1B1"
"Bergamottin CTD 00002714","1/19",0.00474139160939957,0.037229275963085,0,0,277.458333333333,1484.79734988759,"CYP1B1"
"acacetin CTD 00001104","1/20",0.00499044069595166,0.037229275963085,0,0,262.842105263158,1393.12388948095,"CYP1B1"
"AR-A014418 PC3 UP","1/20",0.00499044069595166,0.037229275963085,0,0,262.842105263158,1393.12388948095,"CYP1B1"
"CP-690334-01 PC3 DOWN","1/20",0.00499044069595166,0.037229275963085,0,0,262.842105263158,1393.12388948095,"CYP1B1"
"NVP-BEZ235 CTD 00004861","1/20",0.00499044069595166,0.037229275963085,0,0,262.842105263158,1393.12388948095,"PTEN"
"deferoxamine MCF7 DOWN","1/20",0.00499044069595166,0.037229275963085,0,0,262.842105263158,1393.12388948095,"CYP1B1"
"DIETHYL PHTHALATE CTD 00000348","1/20",0.00499044069595166,0.037229275963085,0,0,262.842105263158,1393.12388948095,"CYP1B1"
"acacetin TTD 00001549","1/20",0.00499044069595166,0.037229275963085,0,0,262.842105263158,1393.12388948095,"CYP1B1"
"Nobiletin CTD 00000424","1/21",0.00523943997247116,0.037229275963085,0,0,249.6875,1311.24405900402,"CYP1B1"
"CP-690334-01 MCF7 DOWN","1/21",0.00523943997247116,0.037229275963085,0,0,249.6875,1311.24405900402,"CYP1B1"
"Rutaecarpine CTD 00001353","1/21",0.00523943997247116,0.037229275963085,0,0,249.6875,1311.24405900402,"CYP1B1"
"pramocaine PC3 DOWN","1/22",0.00548838944332051,0.037229275963085,0,0,237.785714285714,1237.70327900363,"CYP1B1"
"Oltipraz CTD 00001231","1/22",0.00548838944332051,0.037229275963085,0,0,237.785714285714,1237.70327900363,"CYP1B1"
"syrosingopine PC3 DOWN","1/22",0.00548838944332051,0.037229275963085,0,0,237.785714285714,1237.70327900363,"CYP1B1"
"calyculin A CTD 00002466","1/22",0.00548838944332051,0.037229275963085,0,0,237.785714285714,1237.70327900363,"CYP1B1"
"thiostrepton MCF7 DOWN","1/22",0.00548838944332051,0.037229275963085,0,0,237.785714285714,1237.70327900363,"CYP1B1"
"Amentoflavone CTD 00000591","1/22",0.00548838944332051,0.037229275963085,0,0,237.785714285714,1237.70327900363,"CYP1B1"
"lomustine MCF7 DOWN","1/22",0.00548838944332051,0.037229275963085,0,0,237.785714285714,1237.70327900363,"CYP1B1"
"digitoxigenin PC3 UP","2/483",0.00554538272345793,0.037229275963085,0,0,27.046431046431,140.500519777301,"PTEN;CYP1B1"
"Butyl 4-hydroxybenzoate CTD 00001781","1/23",0.00573728911332865,0.037229275963085,0,0,226.965909090909,1171.31850515834,"CYP1B1"
"FLAVONE CTD 00001977","1/23",0.00573728911332865,0.037229275963085,0,0,226.965909090909,1171.31850515834,"CYP1B1"
"tracazolate HL60 DOWN","1/23",0.00573728911332865,0.037229275963085,0,0,226.965909090909,1171.31850515834,"CYP1B1"
"IN1541 CTD 00001481","1/23",0.00573728911332865,0.037229275963085,0,0,226.965909090909,1171.31850515834,"PTEN"
"biotin CTD 00005513","1/23",0.00573728911332865,0.037229275963085,0,0,226.965909090909,1171.31850515834,"CYP1B1"
"alvespimycin MCF7 DOWN","1/23",0.00573728911332865,0.037229275963085,0,0,226.965909090909,1171.31850515834,"CYP1B1"
"PHENANTHRENE CTD 00001483","1/23",0.00573728911332865,0.037229275963085,0,0,226.965909090909,1171.31850515834,"CYP1B1"
"carbon monoxide CTD 00005586","1/24",0.00598613898759602,0.037229275963085,0,0,217.086956521739,1111.11804759418,"PTEN"
"skimmianine HL60 DOWN","1/24",0.00598613898759602,0.037229275963085,0,0,217.086956521739,1111.11804759418,"CYP1B1"
"tanespimycin ssMCF7 DOWN","1/24",0.00598613898759602,0.037229275963085,0,0,217.086956521739,1111.11804759418,"CYP1B1"
"pantothenic acid CTD 00006468","1/24",0.00598613898759602,0.037229275963085,0,0,217.086956521739,1111.11804759418,"CYP1B1"
"STOCK1N-35874 PC3 UP","1/24",0.00598613898759602,0.037229275963085,0,0,217.086956521739,1111.11804759418,"CYP1B1"
"Fludioxonil CTD 00003504","1/25",0.00623493907047315,0.037229275963085,0,0,208.03125,1056.29666076894,"PTEN"
"Vemurafenib BOSS","1/25",0.00623493907047315,0.037229275963085,0,0,208.03125,1056.29666076894,"PTEN"
"CHRYSENE CTD 00001482","1/25",0.00623493907047315,0.037229275963085,0,0,208.03125,1056.29666076894,"CYP1B1"
"5253409 MCF7 UP","1/25",0.00623493907047315,0.037229275963085,0,0,208.03125,1056.29666076894,"CYP1B1"
"1,4-NAPHTHOQUINONE CTD 00001683","1/25",0.00623493907047315,0.037229275963085,0,0,208.03125,1056.29666076894,"CYP1B1"
"carnosol CTD 00002718","1/25",0.00623493907047315,0.037229275963085,0,0,208.03125,1056.29666076894,"CYP1B1"
"nifuroxazide HL60 DOWN","1/25",0.00623493907047315,0.037229275963085,0,0,208.03125,1056.29666076894,"CYP1B1"
"Decitabine CTD 00000750","3/1800",0.00633294484626747,0.037229275963085,0,0,15.1903171953255,76.8932326827485,"HSDL2;PTEN;CYP1B1"
"1-NAPHTHOL CTD 00001379","1/26",0.00648368936979889,0.037229275963085,0,0,199.7,1006.18157701364,"CYP1B1"
"Prochloraz CTD 00002021","1/26",0.00648368936979889,0.037229275963085,0,0,199.7,1006.18157701364,"CYP1B1"
"celastrol MCF7 DOWN","1/26",0.00648368936979889,0.037229275963085,0,0,199.7,1006.18157701364,"CYP1B1"
"Temsirolimus BOSS","1/26",0.00648368936979889,0.037229275963085,0,0,199.7,1006.18157701364,"PTEN"
"indolo[3,2-b]carbazole CTD 00002853","1/26",0.00648368936979889,0.037229275963085,0,0,199.7,1006.18157701364,"CYP1B1"
"oxygen CTD 00006454","2/524",0.00650080841607905,0.037229275963085,0,0,24.8697318007663,125.239710111377,"PTEN;CYP1B1"
"Benzo(a)pyrene 7,8-dihydrodiol CTD 00000887","1/27",0.00673238988859165,0.037229275963085,0,0,192.009615384615,960.206501870871,"CYP1B1"
"Ici 118551 CTD 00001255","1/27",0.00673238988859165,0.037229275963085,0,0,192.009615384615,960.206501870871,"CYP1B1"
"Galangin CTD 00001740","1/27",0.00673238988859165,0.037229275963085,0,0,192.009615384615,960.206501870871,"CYP1B1"
"chrysin TTD 00007164","1/27",0.00673238988859165,0.037229275963085,0,0,192.009615384615,960.206501870871,"CYP1B1"
"quercetin PC3 DOWN","1/28",0.00698104063423331,0.037229275963085,0,0,184.888888888889,917.891480308298,"CYP1B1"
"formononetin CTD 00000369","1/28",0.00698104063423331,0.037229275963085,0,0,184.888888888889,917.891480308298,"CYP1B1"
"puromycin PC3 UP","2/552",0.00719436877608936,0.037229275963085,0,0,23.569696969697,116.303648502213,"CYP1B1;OSBPL1A"
"tanespimycin HL60 DOWN","1/29",0.00722964161170616,0.037229275963085,0,0,178.276785714286,878.827148224897,"CYP1B1"
"Triclocarban CTD 00000497","1/29",0.00722964161170616,0.037229275963085,0,0,178.276785714286,878.827148224897,"CYP1B1"
"withaferin A PC3 DOWN","1/29",0.00722964161170616,0.037229275963085,0,0,178.276785714286,878.827148224897,"CYP1B1"
"phosphatidylcholines CTD 00006538","1/29",0.00722964161170616,0.037229275963085,0,0,178.276785714286,878.827148224897,"PTEN"
"butyl hydroxybenzoate PC3 DOWN","1/29",0.00722964161170616,0.037229275963085,0,0,178.276785714286,878.827148224897,"CYP1B1"
"Alizarin CTD 00000524","1/29",0.00722964161170616,0.037229275963085,0,0,178.276785714286,878.827148224897,"CYP1B1"
"OLEANOLIC ACID CTD 00006433","1/30",0.00747819282854126,0.0374589477138748,0,0,172.120689655172,842.662296146542,"PTEN"
"chlorophyllin CTD 00000324","1/30",0.00747819282854126,0.0374589477138748,0,0,172.120689655172,842.662296146542,"CYP1B1"
"atovaquone MCF7 UP","1/30",0.00747819282854126,0.0374589477138748,0,0,172.120689655172,842.662296146542,"CYP1B1"
"Indeno[1,2,3-cd]pyrene CTD 00001895","1/31",0.007726694289036,0.0381424555701302,0,0,166.375,809.093962505696,"CYP1B1"
"nicardipine CTD 00006388","1/32",0.00797514600014876,0.0381424555701302,0,0,161,777.859477043269,"CYP1B1"
"sirolimus MCF7 UP","1/32",0.00797514600014876,0.0381424555701302,0,0,161,777.859477043269,"CYP1B1"
"withaferin A MCF7 DOWN","1/32",0.00797514600014876,0.0381424555701302,0,0,161,777.859477043269,"CYP1B1"
"AH 6809 CTD 00002290","1/33",0.00822354796912648,0.0381424555701302,0,0,155.9609375,748.730022278245,"CYP1B1"
"AH 23848 CTD 00002080","1/33",0.00822354796912648,0.0381424555701302,0,0,155.9609375,748.730022278245,"CYP1B1"
"quercetin MCF7 UP","1/34",0.00847190020148784,0.0381424555701302,0,0,151.227272727273,721.505386318462,"CYP1B1"
"suramin CTD 00006822","1/34",0.00847190020148784,0.0381424555701302,0,0,151.227272727273,721.505386318462,"CYP1B1"
"Benzyl butyl phthalate CTD 00001292","1/34",0.00847190020148784,0.0381424555701302,0,0,151.227272727273,721.505386318462,"CYP1B1"
"BISPHENOL A DIGLYCIDYL ETHER CTD 00000976","1/34",0.00847190020148784,0.0381424555701302,0,0,151.227272727273,721.505386318462,"PTEN"
"geldanamycin MCF7 DOWN","1/34",0.00847190020148784,0.0381424555701302,0,0,151.227272727273,721.505386318462,"CYP1B1"
"kaempferol TTD 00008767","1/34",0.00847190020148784,0.0381424555701302,0,0,151.227272727273,721.505386318462,"CYP1B1"
"Retinoic acid CTD 00006918","4/4258",0.00851455904741564,0.0381424555701302,0,0,14.8011283497884,70.541848413624,"HSDL2;PTEN;CYP1B1;DEGS1"
"etifenin PC3 DOWN","2/609",0.00870785987968654,0.0386937967234458,0,0,21.2937946183416,101.007737120007,"CYP1B1;OSBPL1A"
"vorinostat MCF7 UP","2/613",0.00881913677956342,0.0388747549243155,0,0,21.1500272776869,100.057210714386,"HSDL2;DEGS1"
"primaquine MCF7 UP","1/36",0.00896845548275989,0.0389103855984307,0,0,142.571428571429,672.087674444452,"CYP1B1"
"BAS-012416453 PC3 DOWN","1/36",0.00896845548275989,0.0389103855984307,0,0,142.571428571429,672.087674444452,"CYP1B1"
"STOCK1N-35696 PC3 UP","1/37",0.00921665854482154,0.0393672779705168,0,0,138.604166666667,649.602069210737,"CYP1B1"
"cloperastine PC3 DOWN","1/37",0.00921665854482154,0.0393672779705168,0,0,138.604166666667,649.602069210737,"CYP1B1"
"362-05-0 CTD 00000041","1/38",0.00946481189593688,0.0398100103409254,0,0,134.851351351351,628.430811079944,"CYP1B1"
"OZONE CTD 00006460","1/38",0.00946481189593688,0.0398100103409254,0,0,134.851351351351,628.430811079944,"CYP1B1"
"1,6,7,8,9,11a,12,13,14,14a-Decahydro-1,13-dihydroxy-6-methyl-4H-cyclopent [f]oxacyclotridecin-4-one CTD 00007351","1/39",0.00971291554485079,0.0402392215429533,0,0,131.296052631579,608.465136485093,"CYP1B1"
"AC1L1I3Y CTD 00006365","1/39",0.00971291554485079,0.0402392215429533,0,0,131.296052631579,608.465136485093,"CYP1B1"
